unique_trial_id,season,id,trial,task,emergence
spring_20240524-1_T5,spring,20240524-1,T5,cue,9
spring_20240524-1_T6,spring,20240524-1,T6,cue,0
spring_20240524-1_T7,spring,20240524-1,T7,cue,12
spring_20240524-1_T8,spring,20240524-1,T8,cue,0
spring_20240524-1_T9,spring,20240524-1,T9,cue,0
spring_20240524-1_T10,spring,20240524-1,T10,cue,0
spring_20240524-2_T1,spring,20240524-2,T1,cue,2
spring_20240524-2_T2,spring,20240524-2,T2,cue,0
spring_20240524-2_T3,spring,20240524-2,T3,cue,0
spring_20240524-2_T4,spring,20240524-2,T4,cue,52
spring_20240524-2_T5,spring,20240524-2,T5,cue,2
spring_20240524-2_T6,spring,20240524-2,T6,cue,10
spring_20240524-2_T7,spring,20240524-2,T7,cue,4
spring_20240524-2_T8,spring,20240524-2,T8,cue,45
spring_20240524-2_T9,spring,20240524-2,T9,cue,5
spring_20240524-2_T10,spring,20240524-2,T10,cue,0
spring_20240524-3_T1,spring,20240524-3,T1,cue,3
spring_20240524-3_T2,spring,20240524-3,T2,cue,138
spring_20240524-3_T3,spring,20240524-3,T3,cue,1
spring_20240524-3_T4,spring,20240524-3,T4,cue,14
spring_20240524-3_T5,spring,20240524-3,T5,cue,2
spring_20240524-3_T6,spring,20240524-3,T6,cue,1
spring_20240524-3_T7,spring,20240524-3,T7,cue,1
spring_20240524-3_T8,spring,20240524-3,T8,cue,61
spring_20240524-3_T9,spring,20240524-3,T9,cue,4
spring_20240524-3_T10,spring,20240524-3,T10,cue,53
spring_20240526-1_T1,spring,20240526-1,T1,cue,13
spring_20240526-1_T2,spring,20240526-1,T2,cue,6
spring_20240526-1_T3,spring,20240526-1,T3,cue,4
spring_20240526-1_T4,spring,20240526-1,T4,cue,3
spring_20240526-1_T5,spring,20240526-1,T5,cue,8
spring_20240526-1_T6,spring,20240526-1,T6,cue,5
spring_20240526-1_T7,spring,20240526-1,T7,cue,19
spring_20240526-1_T8,spring,20240526-1,T8,cue,7
spring_20240526-1_T9,spring,20240526-1,T9,cue,6
spring_20240526-1_T10,spring,20240526-1,T10,cue,9
spring_20240526-2_T1,spring,20240526-2,T1,cue,6
spring_20240526-2_T2,spring,20240526-2,T2,cue,44
spring_20240526-2_T3,spring,20240526-2,T3,cue,12
spring_20240526-2_T4,spring,20240526-2,T4,cue,14
spring_20240526-2_T5,spring,20240526-2,T5,cue,65
spring_20240526-2_T6,spring,20240526-2,T6,cue,10
spring_20240526-2_T7,spring,20240526-2,T7,cue,1
spring_20240526-2_T8,spring,20240526-2,T8,cue,1
spring_20240526-2_T9,spring,20240526-2,T9,cue,43
spring_20240526-2_T10,spring,20240526-2,T10,cue,1
spring_20240526-3_T1,spring,20240526-3,T1,cue,13
spring_20240526-3_T2,spring,20240526-3,T2,cue,15
spring_20240526-3_T3,spring,20240526-3,T3,cue,7
spring_20240526-3_T4,spring,20240526-3,T4,cue,79
spring_20240526-3_T5,spring,20240526-3,T5,cue,2
spring_20240526-3_T6,spring,20240526-3,T6,cue,3
spring_20240526-3_T7,spring,20240526-3,T7,cue,4
spring_20240526-3_T8,spring,20240526-3,T8,cue,16
spring_20240526-3_T9,spring,20240526-3,T9,cue,4
spring_20240526-3_T10,spring,20240526-3,T10,cue,135
spring_20240604-2_T1,spring,20240604-2,T1,cue,11
spring_20240604-2_T2,spring,20240604-2,T2,cue,7
spring_20240604-2_T3,spring,20240604-2,T3,cue,14
spring_20240604-2_T4,spring,20240604-2,T4,cue,40
spring_20240604-2_T5,spring,20240604-2,T5,cue,1
spring_20240604-2_T6,spring,20240604-2,T6,cue,1
spring_20240604-2_T7,spring,20240604-2,T7,cue,1
spring_20240604-2_T8,spring,20240604-2,T8,cue,44
spring_20240604-2_T9,spring,20240604-2,T9,cue,1
spring_20240604-2_T10,spring,20240604-2,T10,cue,0
spring_20240520-1_T1,spring,20240520-1,T1,maze,126
spring_20240520-1_T2,spring,20240520-1,T2,maze,7
spring_20240520-1_T3,spring,20240520-1,T3,maze,15
spring_20240520-1_T4,spring,20240520-1,T4,maze,36
spring_20240520-1_T5,spring,20240520-1,T5,maze,22
spring_20240520-1_T6,spring,20240520-1,T6,maze,0
spring_20240520-1_T7,spring,20240520-1,T7,maze,2
spring_20240520-1_T8,spring,20240520-1,T8,maze,25
spring_20240520-1_T9,spring,20240520-1,T9,maze,24
spring_20240520-1_T10,spring,20240520-1,T10,maze,30
spring_20240520-2_T1,spring,20240520-2,T1,maze,1
spring_20240520-2_T2,spring,20240520-2,T2,maze,0
spring_20240520-2_T3,spring,20240520-2,T3,maze,90
spring_20240520-2_T4,spring,20240520-2,T4,maze,24
spring_20240520-2_T5,spring,20240520-2,T5,maze,44
spring_20240520-2_T6,spring,20240520-2,T6,maze,74
spring_20240520-2_T7,spring,20240520-2,T7,maze,13
spring_20240520-2_T8,spring,20240520-2,T8,maze,6
spring_20240520-2_T9,spring,20240520-2,T9,maze,96
spring_20240520-2_T10,spring,20240520-2,T10,maze,14
spring_20240520-3_T1,spring,20240520-3,T1,maze,2
spring_20240520-3_T2,spring,20240520-3,T2,maze,5
spring_20240520-3_T3,spring,20240520-3,T3,maze,50
spring_20240520-3_T4,spring,20240520-3,T4,maze,10
spring_20240520-3_T5,spring,20240520-3,T5,maze,50
spring_20240520-3_T6,spring,20240520-3,T6,maze,1
spring_20240520-3_T7,spring,20240520-3,T7,maze,5
spring_20240520-3_T8,spring,20240520-3,T8,maze,7
spring_20240520-3_T9,spring,20240520-3,T9,maze,1
spring_20240520-3_T10,spring,20240520-3,T10,maze,0
spring_20240520-4_T1,spring,20240520-4,T1,maze,4
spring_20240520-4_T2,spring,20240520-4,T2,maze,5
spring_20240520-4_T3,spring,20240520-4,T3,maze,78
spring_20240520-4_T4,spring,20240520-4,T4,maze,81
spring_20240520-4_T5,spring,20240520-4,T5,maze,6
spring_20240520-4_T6,spring,20240520-4,T6,maze,49
spring_20240520-4_T7,spring,20240520-4,T7,maze,24
spring_20240520-4_T8,spring,20240520-4,T8,maze,67
spring_20240520-4_T9,spring,20240520-4,T9,maze,4
spring_20240520-4_T10,spring,20240520-4,T10,maze,3
spring_20240524-1_T1,spring,20240524-1,T1,maze,0
spring_20240524-1_T2,spring,20240524-1,T2,maze,1
spring_20240524-1_T3,spring,20240524-1,T3,maze,0
spring_20240524-1_T4,spring,20240524-1,T4,maze,18
spring_20240524-1_T5,spring,20240524-1,T5,maze,14
spring_20240524-1_T6,spring,20240524-1,T6,maze,1
spring_20240524-1_T7,spring,20240524-1,T7,maze,0
spring_20240524-1_T8,spring,20240524-1,T8,maze,64
spring_20240524-1_T9,spring,20240524-1,T9,maze,0
spring_20240524-1_T10,spring,20240524-1,T10,maze,0
spring_20240524-2_T1,spring,20240524-2,T1,maze,1
spring_20240524-2_T2,spring,20240524-2,T2,maze,2
spring_20240524-2_T3,spring,20240524-2,T3,maze,0
spring_20240524-2_T4,spring,20240524-2,T4,maze,0
spring_20240524-2_T5,spring,20240524-2,T5,maze,4
spring_20240524-2_T6,spring,20240524-2,T6,maze,14
spring_20240524-2_T7,spring,20240524-2,T7,maze,40
spring_20240524-2_T8,spring,20240524-2,T8,maze,46
spring_20240524-2_T9,spring,20240524-2,T9,maze,0
spring_20240524-2_T10,spring,20240524-2,T10,maze,79
spring_20240524-3_T1,spring,20240524-3,T1,maze,16
spring_20240524-3_T2,spring,20240524-3,T2,maze,7
spring_20240524-3_T3,spring,20240524-3,T3,maze,2
spring_20240524-3_T4,spring,20240524-3,T4,maze,18
spring_20240524-3_T5,spring,20240524-3,T5,maze,12
spring_20240524-3_T6,spring,20240524-3,T6,maze,24
spring_20240524-3_T7,spring,20240524-3,T7,maze,24
spring_20240524-3_T8,spring,20240524-3,T8,maze,18
spring_20240524-3_T9,spring,20240524-3,T9,maze,37
spring_20240524-3_T10,spring,20240524-3,T10,maze,1
spring_20240526-1_T1,spring,20240526-1,T1,maze,7
spring_20240526-1_T2,spring,20240526-1,T2,maze,3
spring_20240526-1_T3,spring,20240526-1,T3,maze,6
spring_20240526-1_T4,spring,20240526-1,T4,maze,11
spring_20240526-1_T5,spring,20240526-1,T5,maze,1
spring_20240526-1_T6,spring,20240526-1,T6,maze,18
spring_20240526-1_T7,spring,20240526-1,T7,maze,30
spring_20240526-1_T8,spring,20240526-1,T8,maze,11
spring_20240526-1_T9,spring,20240526-1,T9,maze,39
spring_20240526-1_T10,spring,20240526-1,T10,maze,0
spring_20240526-2_T1,spring,20240526-2,T1,maze,16
spring_20240526-2_T2,spring,20240526-2,T2,maze,8
spring_20240526-2_T3,spring,20240526-2,T3,maze,6
spring_20240526-2_T4,spring,20240526-2,T4,maze,9
spring_20240526-2_T5,spring,20240526-2,T5,maze,24
spring_20240526-2_T6,spring,20240526-2,T6,maze,2
spring_20240526-2_T7,spring,20240526-2,T7,maze,15
spring_20240526-2_T8,spring,20240526-2,T8,maze,8
spring_20240526-2_T9,spring,20240526-2,T9,maze,64
spring_20240526-2_T10,spring,20240526-2,T10,maze,1
spring_20240526-3_T1,spring,20240526-3,T1,maze,48
spring_20240526-3_T2,spring,20240526-3,T2,maze,3
spring_20240526-3_T3,spring,20240526-3,T3,maze,8
spring_20240526-3_T4,spring,20240526-3,T4,maze,73
spring_20240526-3_T5,spring,20240526-3,T5,maze,1
spring_20240526-3_T6,spring,20240526-3,T6,maze,11
spring_20240526-3_T7,spring,20240526-3,T7,maze,79
spring_20240526-3_T8,spring,20240526-3,T8,maze,190
spring_20240526-3_T9,spring,20240526-3,T9,maze,13
spring_20240526-3_T10,spring,20240526-3,T10,maze,4
winter_20230216-2_T1,winter,20230216-2,T1,od,1
winter_20230216-2_T2,winter,20230216-2,T2,od,0
winter_20230216-2_T3,winter,20230216-2,T3,od,0
winter_20230216-2_T4,winter,20230216-2,T4,od,0
winter_20230216-2_T5,winter,20230216-2,T5,od,0
winter_20230216-2_T6,winter,20230216-2,T6,od,0
winter_20230216-2_T7,winter,20230216-2,T7,od,17
winter_20230216-2_T8,winter,20230216-2,T8,od,1
winter_20230216-2_T9,winter,20230216-2,T9,od,0
winter_20230216-2_T10,winter,20230216-2,T10,od,90
spring_20230216-2_T1,spring,20230216-2,T1,od,1
spring_20230216-2_T2,spring,20230216-2,T2,od,1
spring_20230216-2_T3,spring,20230216-2,T3,od,0
spring_20230216-2_T4,spring,20230216-2,T4,od,0
spring_20230216-2_T5,spring,20230216-2,T5,od,0
spring_20230216-2_T6,spring,20230216-2,T6,od,0
spring_20230216-2_T7,spring,20230216-2,T7,od,3
spring_20230216-2_T8,spring,20230216-2,T8,od,0
spring_20230216-2_T9,spring,20230216-2,T9,od,0
spring_20230216-2_T10,spring,20230216-2,T10,od,0
winter_20230216-3_T1,winter,20230216-3,T1,od,4
winter_20230216-3_T2,winter,20230216-3,T2,od,1
winter_20230216-3_T3,winter,20230216-3,T3,od,54
winter_20230216-3_T4,winter,20230216-3,T4,od,1
winter_20230216-3_T6,winter,20230216-3,T6,od,13
winter_20230216-3_T7,winter,20230216-3,T7,od,117
winter_20230216-3_T8,winter,20230216-3,T8,od,15
winter_20230216-3_T9,winter,20230216-3,T9,od,3
winter_20230216-3_T10,winter,20230216-3,T10,od,0
winter_20230216-4_T1,winter,20230216-4,T1,od,0
winter_20230216-4_T2,winter,20230216-4,T2,od,0
winter_20230216-4_T3,winter,20230216-4,T3,od,2
winter_20230216-4_T4,winter,20230216-4,T4,od,0
winter_20230216-4_T5,winter,20230216-4,T5,od,5
winter_20230216-4_T6,winter,20230216-4,T6,od,13
winter_20230216-4_T7,winter,20230216-4,T7,od,1
winter_20230216-4_T8,winter,20230216-4,T8,od,2
winter_20230216-4_T9,winter,20230216-4,T9,od,39
winter_20230216-4_T10,winter,20230216-4,T10,od,6
spring_20230216-4_T1,spring,20230216-4,T1,od,0
spring_20230216-4_T2,spring,20230216-4,T2,od,1
spring_20230216-4_T3,spring,20230216-4,T3,od,0
spring_20230216-4_T4,spring,20230216-4,T4,od,0
spring_20230216-4_T5,spring,20230216-4,T5,od,0
spring_20230216-4_T6,spring,20230216-4,T6,od,0
spring_20230216-4_T7,spring,20230216-4,T7,od,0
spring_20230216-4_T8,spring,20230216-4,T8,od,0
spring_20230216-4_T9,spring,20230216-4,T9,od,0
spring_20230216-4_T10,spring,20230216-4,T10,od,0
winter_20230217-1_T1,winter,20230217-1,T1,od,2
winter_20230217-1_T2,winter,20230217-1,T2,od,76
winter_20230217-1_T3,winter,20230217-1,T3,od,11
winter_20230217-1_T4,winter,20230217-1,T4,od,3
winter_20230217-1_T5,winter,20230217-1,T5,od,6
winter_20230217-1_T6,winter,20230217-1,T6,od,19
winter_20230217-1_T7,winter,20230217-1,T7,od,7
winter_20230217-1_T8,winter,20230217-1,T8,od,0
winter_20230217-1_T9,winter,20230217-1,T9,od,4
winter_20230217-1_T10,winter,20230217-1,T10,od,2
spring_20230217-1_T2,spring,20230217-1,T2,od,3
spring_20230217-1_T3,spring,20230217-1,T3,od,0
spring_20230217-1_T4,spring,20230217-1,T4,od,2
spring_20230217-1_T5,spring,20230217-1,T5,od,0
spring_20230217-1_T7,spring,20230217-1,T7,od,25
spring_20230217-1_T8,spring,20230217-1,T8,od,136
spring_20230217-1_T9,spring,20230217-1,T9,od,10
spring_20230217-1_T10,spring,20230217-1,T10,od,15
winter_20230222-1_T1,winter,20230222-1,T1,od,13
winter_20230222-1_T2,winter,20230222-1,T2,od,0
winter_20230222-1_T3,winter,20230222-1,T3,od,60
winter_20230222-1_T4,winter,20230222-1,T4,od,0
winter_20230222-1_T5,winter,20230222-1,T5,od,37
winter_20230222-1_T6,winter,20230222-1,T6,od,8
winter_20230222-1_T7,winter,20230222-1,T7,od,15
winter_20230222-1_T8,winter,20230222-1,T8,od,0
winter_20230222-1_T9,winter,20230222-1,T9,od,0
winter_20230222-1_T10,winter,20230222-1,T10,od,1
spring_20230222-1_T1,spring,20230222-1,T1,od,0
spring_20230222-1_T2,spring,20230222-1,T2,od,0
spring_20230222-1_T3,spring,20230222-1,T3,od,0
spring_20230222-1_T4,spring,20230222-1,T4,od,0
spring_20230222-1_T5,spring,20230222-1,T5,od,32
spring_20230222-1_T6,spring,20230222-1,T6,od,6
spring_20230222-1_T7,spring,20230222-1,T7,od,0
spring_20230222-1_T8,spring,20230222-1,T8,od,0
winter_20230227-2_T1,winter,20230227-2,T1,od,0
winter_20230227-2_T2,winter,20230227-2,T2,od,2
winter_20230227-2_T3,winter,20230227-2,T3,od,2
winter_20230227-2_T4,winter,20230227-2,T4,od,22
winter_20230227-2_T5,winter,20230227-2,T5,od,29
winter_20230227-2_T6,winter,20230227-2,T6,od,3
winter_20230227-2_T8,winter,20230227-2,T8,od,48
winter_20230227-2_T9,winter,20230227-2,T9,od,15
winter_20230228-1_T1,winter,20230228-1,T1,od,1
winter_20230228-1_T2,winter,20230228-1,T2,od,0
winter_20230228-1_T3,winter,20230228-1,T3,od,1
winter_20230228-1_T4,winter,20230228-1,T4,od,1
winter_20230228-1_T5,winter,20230228-1,T5,od,1
winter_20230228-1_T6,winter,20230228-1,T6,od,6
winter_20230228-1_T7,winter,20230228-1,T7,od,1
winter_20230228-1_T8,winter,20230228-1,T8,od,3
winter_20230228-1_T9,winter,20230228-1,T9,od,1
winter_20230228-1_T10,winter,20230228-1,T10,od,6
summer_20210909-1_T1,summer,20210909-1,T1,od,1
summer_20210909-1_T2,summer,20210909-1,T2,od,15
summer_20210909-1_T3,summer,20210909-1,T3,od,7
summer_20210909-1_T4,summer,20210909-1,T4,od,21
summer_20210909-1_T5,summer,20210909-1,T5,od,63
summer_20210909-1_T6,summer,20210909-1,T6,od,1
summer_20210909-1_T7,summer,20210909-1,T7,od,20
summer_20210909-1_T8,summer,20210909-1,T8,od,10
summer_20210909-1_T9,summer,20210909-1,T9,od,73
summer_20210909-1_T10,summer,20210909-1,T10,od,10
winter_20230228-2 _T1,winter,20230228-2,T1,od,95
winter_20230228-2 _T2,winter,20230228-2,T2,od,4
winter_20230228-2 _T3,winter,20230228-2,T3,od,5
winter_20230228-2 _T4,winter,20230228-2,T4,od,19
winter_20230228-2 _T5,winter,20230228-2,T5,od,10
winter_20230228-2 _T6,winter,20230228-2,T6,od,2
winter_20230228-2 _T7,winter,20230228-2,T7,od,128
winter_20230228-2 _T8,winter,20230228-2,T8,od,71
winter_20230228-2 _T9,winter,20230228-2,T9,od,12
winter_20230228-2 _T10,winter,20230228-2,T10,od,14
spring_20230523-1_T1,spring,20230523-1,T1,od,3
spring_20230523-1_T2,spring,20230523-1,T2,od,1
spring_20230523-1_T8,spring,20230523-1,T8,od,1
